"","words","term.freq","doc.freq"
"12576","period.resolved",1,1
"12577","adjourning",1,1
"12578","tyne",3,1
"12579","deptford",1,1
"12580","swainson",1,1
"12581","sations",1,1
"12582","patent",1,1
"12583","depot–many",1,1
"12584","companya",1,1
"12585","blackwall",1,1
"12586","improvers",1,1
"12587","bid",2,2
"12588","arrangeents",1,1
"12589","sumptuous",1,1
"12590","jos",1,1
"12591","somes",1,1
"12592","cottenham",1,1
"12593","sandon",1,1
"12594","clements",1,1
"12595","ebrington",1,1
"12596","gowen",1,1
"12597","hinds",1,1
"12598","boulcott",1,1
"12599","hine",1,1
"12600","doxatt",1,1
"12601","pennington",1,1
"12602","costello",1,1
"12603","brees",1,1
"12604","r.n.&c",1,1
"12605","colonizing",1,1
"12606","first-rate",1,1
"12607","tuesday's",1,1
"12608","gazette)colonial",1,1
"12609","park",2,2
"12610","westminster",1,1
"12611","claimed",1,1
"12612","purpose.–by",1,1
"12613","gliddon",1,1
"12614","assis.-sec",1,1
"12615","letter.)–among",1,1
"12616","f.r.s",1,1
"12617","hobson",1,1
"12618","auckland",1,1
"12619","data",1,1
"12620","sources:–to",1,1
"12621","diem",1,1
"12622","tailors.–in",1,1
"12623","tailors",1,1
"12624","slopmakers",1,1
"12625","emigration.a",1,1
"12626","scale:–emigrants",1,1
"12627","startling",1,1
"12628","kingom",1,1
"12629","swell",3,3
"12630","census.the",1,1
"12631","royal.–the",1,1
"12632","pantomine",1,1
"12633","performances.music",1,1
"12634","hall.–we",1,1
"12635","pwers",1,1
"12636","cultivators",1,1
"12637","realisd",1,1
"12638","coincidence",2,1
"12639","to.martin's",1,1
"12640","paintings.–the",1,1
"12641","exhibition",10,9
"12642","paintings",2,1
"12643","creations",1,1
"12644","engravings",1,1
"12645","faint",1,1
"12646","contemplating",1,1
"12647","deluge",1,1
"12648","overlook",2,2
"12649","perishing",1,1
"12650","exquisitely",1,1
"12651","wrought",1,1
"12652","terrific",1,1
"12653","pictures–pandemonium",1,1
"12654","bliss",1,1
"12655","indicative",1,1
"12656","poetic",1,1
"12657","artist",1,1
"12658","pictures",1,1
"12659","other–the",1,1
"12660","heavenly",1,1
"12661","serenity",1,1
"12662","loveliness",1,1
"12663","rests",1,1
"12664","delight",1,1
"12665","rembrandt",1,1
"12666","preservation.gordon's",1,1
"12667","diorama.–this",1,1
"12668","gordon's",1,1
"12669","tower",1,1
"12670","views.broughton-place",1,1
"12671","congregation.–we",1,1
"12672","croon",1,1
"12673","sanquhar",1,1
"12674","colleague",1,1
"12675","alleges",1,1
"12676","broughton-place",1,1
"12677","regret.cooke's",1,1
"12678","equestrian",1,1
"12679","leith.–mr",1,1
"12680","evening's",1,1
"12681","magistrates.captain",1,1
"12682","discoveries.–extracts",1,1
"12683","despatches",1,1
"12684","athenean",1,1
"12685","border",1,1
"12686","breadth",1,1
"12687","inaccessible",1,1
"12688","icebergs",1,1
"12689","parallel",2,2
"12690","pack",1,1
"12691","lofy",1,1
"12692","peaks",1,1
"12693","eternal",1,1
"12694","glaciers",1,1
"12695","summits",1,1
"12696","cliffs",3,1
"12697","mainland",1,1
"12698","volcanic",1,1
"12699","rocks",1,1
"12700","volcano",1,1
"12701","emitting",1,1
"12702","erebus",1,1
"12703","extinct",1,1
"12704","barred",1,1
"12705","elevation",1,1
"12706","thereabout",1,1
"12707","dip",1,1
"12708","declination",1,1
"12709","pole",3,1
"12710","affirmed",1,1
"12711","weddel",1,1
"12712","non-intrusion",3,1
"12713","disclosures.–in",1,1
"12714","newliston",1,1
"12715","kirknewton",1,1
"12716","disclaiming",1,1
"12717","assembly's",1,1
"12718","committee.sabbath",1,1
"12719","observance–the",1,1
"12720","sweetie",2,1
"12721","lax",1,1
"12722","unluckily",1,1
"12723","specimens",1,1
"12724","excommunicated",1,1
"12725","burying",1,1
"12726","figure",1,1
"12727","officer's",1,1
"12728","guess",1,1
"12729","reconciling",1,1
"12730","germans",1,1
"12731","stricter",1,1
"12732","butters",1,1
"12733","exploits",1,1
"12734","teutonic",1,1
"12735","uttermost",1,1
"12736","infinite",2,2
"12737","amusement",1,1
"12738","swabian",1,1
"12739","saxon",1,1
"12740","miners",1,1
"12741","riesengeberge",1,1
"12742","key's",1,1
"12743","celebrity.airdrie–anti-corn-law",1,1
"12744","secession",2,1
"12745","airdrie",3,1
"12746","compliance",1,1
"12747","m'gavin",2,1
"12748","waddell",1,1
"12749","forrester",1,1
"12750","burgh",2,1
"12751","nimmo",1,1
"12752","bookseller",1,1
"12753","baptist",1,1
"12754","occasion.kirkcudbright–address",1,1
"12755","faculty–we",1,1
"12756","procurators",1,1
"12757","faculty",1,1
"12758","retirement",1,1
"12759","kirkcudbright.distress",1,1
"12760","paisley.–we",1,1
"12761","bookbinders",1,1
"12762","melange",1,1
"12763","paisley.musselburgh.–mr",1,1
"12764","committeesm",1,1
"12765","contributors",1,1
"12766","neighbourhood.presbytery",1,1
"12767","dalkeith–case",1,1
"12768","monroe.–this",1,1
"12769","fala",4,1
"12770","presentation",5,1
"12771","thereton",1,1
"12772","soutra",1,1
"12773","acceptance",1,1
"12774","presbyterial",1,1
"12775","documents.splendid",1,1
"12776","meteor.–on",1,1
"12777","meteor",3,1
"12778","unusal",1,1
"12779","brightly",1,1
"12780","dazzling",2,1
"12781","blaze",2,1
"12782","illuminating",1,1
"12783","benlomond",1,1
"12784","curse",1,1
"12785","craigforth",1,1
"12786","phenomenon",1,1
"12787","oblong",1,1
"12788","silvery",1,1
"12789","luminary",1,1
"12790","flaming",1,1
"12791","dazzle",1,1
"12792","streamed",1,1
"12793","spendour",1,1
"12794","disappeared",3,2
"12795","enveloping",1,1
"12796","vivid",1,1
"12797","inclining",1,1
"12798","gargunnock",1,1
"12799","quartr",1,1
"12800","glasgow.–stirly",1,1
"12801","journal.glasgow.–the",1,1
"12802","macfarlane's",1,1
"12803","praiseworthy",1,1
"12804","erelong",1,1
"12805","possession.the",1,1
"12806","paisley.–the",1,1
"12807","decreased",1,1
"12808","kilbarchan",1,1
"12809","dependants",2,1
"12810","advertiser.the",1,1
"12811","webs",2,1
"12812","busy",1,1
"12813","warped",0,0
"12814","warpers",1,1
"12815","winders",1,1
"12816","heddle-casters",1,1
"12817","implement",1,1
"12818","trenched",1,1
"12819","ibid.ducal",1,1
"12820","generosity.–after",1,1
"12821","woman's",2,1
"12822","liberation",1,1
"12823","family.–reformers",1,1
"12824","gazette.presentation.–a",1,1
"12825","vestry",1,1
"12826","pulpit",1,1
"12827","gown",1,1
"12828","cassock",1,1
"12829","witherspoon's",1,1
"12830","coltness",1,1
"12831","clarkson",1,1
"12832","croupier–when",1,1
"12833","intellectual",1,1
"12834","manner.a",1,1
"12835","rescue.–last",1,1
"12836","riding",2,2
"12837","belabouring",1,1
"12838","unmerciful",1,1
"12839","dismounted",2,1
"12840","knocked",1,1
"12841","rejoicing",1,1
"12842","recollect",1,1
"12843","council.–the",1,1
"12844","christmas",2,2
"12845","holidays.house",1,1
"12846","industry.–we",1,1
"12847","bailie",1,1
"12848","sterling.old",1,1
"12849","church.–the",1,1
"12850","congregations.prince",1,1
"12851","fund.–in",1,1
"12852","indicated",1,1
"12853","lindores",1,1
"12854","requests",1,1
"12855","treasurer.presentation",1,1
"12856","plate.–on",1,1
"12857","dessert",1,1
"12858","princes",1,1
"12859","testimonial",1,1
"12860","celtic",2,1
"12861","wright",1,1
"12862","manufacturer",1,1
"12863","theatre-royal",1,1
"12864","bona",1,1
"12865","fide",1,1
"12866","bumper",1,1
"12867","handomse",1,1
"12868","eulogium",1,1
"12869","endeared",1,1
"12870","acquaintances",1,1
"12871","massive",1,1
"12872","donaldon's",1,1
"12873","drunk",2,2
"12874","convivial",1,1
"12875","flagging",1,1
"12876","jovialty",1,1
"12877","mackenzie's",1,1
"12878","airs",1,1
"12879","vocal",1,1
"12880","amateurs",1,1
"12881","neatly",1,1
"12882","engraved",1,1
"12883","playe",1,1
"12884","r.w.m",1,1
"12885","pony.–at",1,1
"12886","pony",4,1
"12887","gate",2,2
"12888","inwards",1,1
"12889","reins",2,1
"12890","police-office",1,1
"12891","rider",1,1
"12892","clutch",1,1
"12893","thief",1,1
"12894","adroitly",1,1
"12895","fleshmarket",1,1
"12896","escaped.providential",1,1
"12897","recovery.–one",1,1
"12898","villagers",1,1
"12899","ratho",2,1
"12900","dandered",1,1
"12901","play-fellow",1,1
"12902","weeping",1,1
"12903","edge",1,1
"12904","indefatiguable",1,1
"12905","spark",1,1
"12906","romp",1,1
"12907","ever.mungo",1,1
"12908","park.–a",1,1
"12909","traveller.thimble-riggers.–a",1,1
"12910","thimble-riggers",1,1
"12911","infesting",1,1
"12912","passenger",1,1
"12913","desiring",1,1
"12914","luck",1,1
"12915","winning",1,1
"12916","trifle",1,1
"12917","persuades",1,1
"12918","ingratiating",1,1
"12919","procurator-fiscal",1,1
"12920","pollokshaws",2,1
"12921","rural",1,1
"12922","defrauded",1,1
"12923","tothirty",1,1
"12924","correction",1,1
"12925","rogues",1,1
"12926","vagabonds",1,1
"12927","gang.stoppage",1,1
"12928","paisley.–partly",1,1
"12929","malicious",1,1
"12930","thetown",1,1
"12931","chamberlain",1,1
"12932","susspend",1,1
"12933","realizing",1,1
"12934","outstanding",1,1
"12935","would-be-political",1,1
"12936","embarass",1,1
"12937","unfavourabout",1,1
"12938","leniency",1,1
"12939","exactions",1,1
"12940","deficiency",1,1
"12941","prejudicial",1,1
"12942","town's",2,1
"12943","credito",1,1
"12944","uncalled",1,1
"12945","adherents",1,1
"12946","untrue",1,1
"12947","affiars",1,1
"12948","creditors",3,2
"12949","negotiating",1,1
"12950","dissatisfied",3,3
"12951","affairs.–glasgow",1,1
"12952","chronicle.disgraceful",1,1
"12953","trick.–at",1,1
"12954","crieff",1,1
"12955","waggish",1,1
"12956","secretly",1,1
"12957","merrily",1,1
"12958","wag",1,1
"12959","crying",1,1
"12960","hurry",1,1
"12961","terror.–perth",1,1
"12962","courier.the",1,1
"12963","question.–long",1,1
"12964","chalmers",1,1
"12965","non-intrustion",1,1
"12966","liberum",1,1
"12967","arbitrium",1,1
"12968","confers",1,1
"12969","laity",1,1
"12970","immeasurably",1,1
"12971","non-intrusionists",1,1
"12972","moderates",1,1
"12973","uncontrolled",1,1
"12974","granton",1,1
"12975","o'clock.election",1,1
"12976","land.–the",1,1
"12977","minster",1,1
"12978","monkland",1,1
"12979","kirk-session",1,1
"12980","candidate",1,1
"12981","electors",1,1
"12982","stongly",1,1
"12983","marks",1,1
"12984","dominant",1,1
"12985","pye",1,1
"12986","rosehall",1,1
"12987","m'caul",1,1
"12988","daldowie",1,1
"12989","elected.–reformers",1,1
"12990","gazette.destructive",1,1
"12991","fire.–about",1,1
"12992","balmangan",1,1
"12993","rerwick",1,1
"12994","kissock",1,1
"12995","charred",1,1
"12996","rafters",1,1
"12997","walls",3,2
"12998","tacksman",1,1
"12999","unforunately",1,1
"13000","incendiarism",1,1
"13001","clue",1,1
"13002","attaching",1,1
"13003","implies",1,1
"13004","blackest",1,1
"13005","how–daily",1,1
"13006","bread–dumfries",1,1
"13007","courier.hamilton.–some",1,1
"13008","episcopal",1,1
"13009","rebellious",1,1
"13010","espousing",1,1
"13011","episcopacy",1,1
"13012","offices",2,1
"13013","temporalities",1,1
"13014","cantingly",1,1
"13015","venerable",2,2
"13016","prelacy",1,1
"13017","brigg",1,1
"13018","grationthe",1,1
"13019","falkland",3,1
"13020","summer.these",1,1
"13021","humidity",1,1
"13022","turnips",1,1
"13023","potatoes",2,2
"13024","peatbogs",1,1
"13025","old–one-half",1,1
"13026","gauchos",1,1
"13027","semi-civilised",1,1
"13028","port-louis",1,1
"13029","resides.the",1,1
"13030","area",1,1
"13031","perforated",1,1
"13032","numerous.the",1,1
"13033","refitment",1,1
"13034","frequenting",1,1
"13035","hort",1,1
"13036","blocks",1,1
"13037","subdivided",1,1
"13038","outlay",1,1
"13039","catching",1,1
"13040","taming",1,1
"13041","uninviting",1,1
"13042","seal",2,2
"13043","deep-sea",1,1
"13044","profitable",1,1
"13045","refitting",1,1
"13046","zealand.(from",1,1
"13047","chronicle.)the",1,1
"13048","banquet",1,1
"13049","tories",1,1
"13050","whigs",1,1
"13051","feeling.the",1,1
"13052","felicity",1,1
"13053","complimented",2,1
"13054","deservedly",1,1
"13055","applauded.i",1,1
"13056","crow",1,1
"13057","lent",3,2
"13058","unworthy",1,1
"13059","adverse",9,9
"13060","cheers)but",1,1
"13061","deserved",1,1
"13062","them.we",1,1
"13063","labouchere's",1,1
"13064","hum.–the",0,0
"13065","durham–the",1,1
"13066","localities",1,1
"13067","follows:–emigrants",1,1
"13068","thirds",1,1
"13069","table.it",1,1
"13070","countries.the",1,1
"13071","philip.there",1,1
"13072","inconsiderable.at",1,1
"13073","d.lands",1,1
"13074","auction.in",1,1
"13075","emigrants.the",1,1
"13076","millions.this",1,1
"13077","moorgate",2,1
"13078","london.capital",1,1
"13079","chairman–john",1,1
"13080","ames",1,1
"13081","bainbridge",1,1
"13082","innes",2,1
"13083","mowatt",1,1
"13084","pearse",1,1
"13085","hart",1,1
"13086","elwin",2,1
"13087","langford",1,1
"13088","hovell",1,1
"13089","hodge",1,1
"13090","auditors",1,1
"13091","bankers–messrs",1,1
"13092","payne",1,1
"13093","solicitors–messrs",1,1
"13094","freshfield",1,1
"13095","chairman–hastings",1,1
"13096","macleay",1,1
"13097","barker",1,1
"13098","icely",1,1
"13099","solicitor–james",1,1
"13100","esq.the",1,1
"13101","undoubted",3,3
"13102","freehold",1,1
"13103","rate.the",1,1
"13104","transferable",1,1
"13105","lender",1,1
"13106","vouchers",2,1
"13107","coupons",1,1
"13108","admitting",1,1
"13109","holder.the",1,1
"13110","wales.security",1,1
"13111","attain",1,1
"13112","end.the",1,1
"13113","mortgaged",1,1
"13114","collateral",3,1
"13115","non-payment",1,1
"13116","mortgager",1,1
"13117","arrear",1,1
"13118","default",1,1
"13119","solicitor",1,1
"13120","purchasers",1,1
"13121","borrowers",1,1
"13122","completed.the",1,1
"13123","investment",1,1
"13124","board.the",1,1
"13125","investments",2,1
"13126","firms",1,1
"13127","contingencies",2,2
"13128","exempt",1,1
"13129","obvois",1,1
"13130","lending",2,2
"13131","rate.it",1,1
"13132","shareholder",1,1
"13133","covenant",1,1
"13134","company.the",1,1
"13135","up.that",1,1
"13136","lenders",1,1
"13137","company.that",1,1
"13138","c.that",1,1
"13139","mortgage",1,1
"13140","registered–the",1,1
"13141","necessary.that",1,1
"13142","share-holders",1,1
"13143","lenders.that",1,1
"13144","appropriation",2,2
"13145","them.john",1,1
"13146","risen",1,1
"13147","foundering",1,1
"13148","rapids",1,1
"13149","imminent",1,1
"13150","limbs",2,2
"13151","impetuo",1,1
"13152","tangled",1,1
"13153","us.our",1,1
"13154","drowning",1,1
"13155","infest",1,1
"13156","inhabit",1,1
"13157","browne",2,2
"13158","scioto",2,1
"13159","canoe",9,9
"13160","sho",1,1
"13161","inh",1,1
"13162","practices",1,1
"13163","prepar",1,1
"13164","spithead",1,1
"13165","dorcester",1,1
"13166","merchantman",1,1
"13167","howe",1,1
"13168","london.in",1,1
"13169","england.as",1,1
"13170","alcide",1,1
"13171","bradley's",1,1
"13172","inn.the",1,1
"13173","object.these",2,2
"13174","trigge",1,1
"13175","communicative",1,1
"13176","strayed",2,2
"13177","hospitably",1,1
"13178","rais",1,1
"13179","nation.the",1,1
"13180","grenville",2,2
"13181","bryen",1,1
"13182","intelligence:–it",1,1
"13183","d'carondolet",1,1
"13184","o'neal",2,1
"13185","pensaco",1,1
"13186","west-florida",1,1
"13187","creeks",8,5
"13188","tribes.on",1,1
"13189","nashville",2,2
"13190","gunmen",1,1
"13191","fright",1,1
"13192","m'rocy",1,1
"13193","blockhouses",1,1
"13194","stockade",1,1
"13195","station.during",1,1
"13196","torch",1,1
"13197","hole",1,1
"13198","over???ing",1,1
"13199","bat",1,1
"13200","sticking",1,1
"13201","innumerable.undoubted",1,1
"13202","decared",1,1
"13203","cumberland–and",1,1
"13204","towns.–this",1,1
"13205","settlement.on",1,1
"13206","black's",1,1
"13207","crooked",1,1
"13208","serjeant's",1,1
"13209","crawford's",1,1
"13210","will's",1,1
"13211","talohteske",1,1
"13212","creeks.james",1,1
"13213","morse",1,1
"13214","shankland",1,1
"13215","off.these",1,1
"13216","d'carrondolet",0,0
"13217","paton",1,1
"13218","part!!!we",1,1
"13219","fayetteville",1,1
"13220","negligence",1,1
"13221","carnage",2,2
"13222","scalps",2,1
"13223","trophies",1,1
"13224","riches",1,1
"13225","spears",1,1
"13226","hatchets",1,1
"13227","dorchester",2,2
"13228","mediations",1,1
"13229","dishonourable",1,1
"13230","blood.you",1,1
"13231","elapse",1,1
"13232","desolation",1,1
"13233","fiftieth",1,1
"13234","expeditions",1,1
"13235","unrighteousness",1,1
"13236","anytrade",1,1
"13237","forgive",1,1
"13238","injuriescarlisle",1,1
"13239","allighany.extract",1,1
"13240","patowmack",1,1
"13241","amer",1,1
"13242","cat-fish",2,1
"13243","diverting",1,1
"13244","bullocks",1,1
"13245","retaken",1,1
"13246","successful.our",1,1
"13247","scott's",2,2
"13248","corresponded",1,1
"13249","cat",2,2
"13250","westtern",1,1
"13251","extents",1,1
"13252","miamis",3,3
"13253","setlers",1,1
"13254","teure",1,1
"13255","expected.the",1,1
"13256","hops",1,1
"13257","productive.a",1,1
"13258","great-ogreechee",1,1
"13259","ill-natured",1,1
"13260","heart-burning",1,1
"13261","losers",1,1
"13262","siminoles",1,1
"13263","clearer",1,1
"13264","marchthe",1,1
"13265","essentially",0,0
"13266","implacable",1,1
"13267","animosity",1,1
"13268","avowing",1,1
"13269","indians.–they",1,1
"13270","twenty-six",1,1
"13271","ministry.the",1,1
"13272","guessed",1,1
"13273","playhouse",1,1
"13274","fidable",1,1
"13275","armament",1,1
"13276","mexicans",1,1
"13277","tyranous",1,1
"13278","yoke",2,2
"13279","spain.so",1,1
"13280","achievement",1,1
"13281","assistance.the",1,1
"13282","potosi",1,1
"13283","accidentally",1,1
"13284","clambering",1,1
"13285","lama",1,1
"13286","sacotecas",1,1
"13287","muskingum",1,1
"13288","norwich",1,1
"13289","connecticut",4,4
"13290","vanished",1,1
"13291","molestation",2,1
"13292","pack-horse",1,1
"13293","stole.–on",1,1
"13294","tarry",1,1
"13295","neighings",1,1
"13296","afbouring",1,1
"13297","deftroyed",1,1
"13298","hardin",1,1
"13299","detached",4,2
"13300","thickets",1,1
"13301","onset",2,1
"13302","exchanging",1,1
"13303","offiers",1,1
"13304","bayonet",2,1
"13305","obstinacy",1,1
"13306","hartshorn",1,1
"13307","luckly",1,1
"13308","log",1,1
"13309","screening",1,1
"13310","pursuers",2,2
"13311","armstrong",1,1
"13312","pond",1,1
"13313","shrieks",1,1
"13314","skirmishes",1,1
"13315","wylls",2,1
"13316","harden",1,1
"13317","decoyed",1,1
"13318","diverted",1,1
"13319","routing",1,1
"13320","commissioned",1,1
"13321","hartford",1,1
"13322","frothingham",1,1
"13323","middletown",1,1
"13324","sorely",1,1
"13325","fury.nothing",1,1
"13326","despise",1,1
"13327","undautedness",1,1
"13328","bayonets",1,1
"13329","tomahawks",1,1
"13330","savages.no",1,1
"13331","harassed",1,1
"13332","devastation",1,1
"13333","placethat",1,1
"13334","shawenese",1,1
"13335","more.that",1,1
